Channel name,Description,Subscriber Count,Image Link,Image JSON,Link
Tampereen_korkeakouluryhma,"Tampereen korkeakouluissa opiskeleville suunnattu epävirallinen jutusteluryhmä. Käyttäydytään fiksusti ja kohdellaan muita ihmisiä hyvin. Pidetään ryhmä mukavana poikkitieteellisenä jutturyhmänä ja ei spämmitä liikaa kiitos. Noudata: ""Safe for work"".",140,https://cdn4.cdn-telegram.org/file/mgkTRDJOfuIOBHwZFMN2WHXbJcc1ucQfXRtqq29XT35ODTArc_MNrTjw2ICE31THHOStsYXSngoK691CKVZDHM0ubbhaVsNaVyszzv-zr8L7MHjvrt2ngzX6Zg67aDH-6hGUDVkLBI7Vantwlyj0d_lUDikcoYcFCxAa9qjdf0NG_oZjHiH53y8ek7wPASztbQI-0H_eA2j9Eyesa5qZbm1TtHCi436mQgtRwlUDbM4Dl_5ayFIpk9Ii74vf7jaGNC6JwC3UT24m3OUNr9xxWdeWpy7q3Odpk4sR1Oe30nOIgvW1iUwB1WB4h4RpTNpUXn_cXGLFGKNNS-ee8lHP7Q.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/mgkTRDJOfuIOBHwZFMN2WHXbJcc1ucQfXRtqq29XT35ODTArc_MNrTjw2ICE31THHOStsYXSngoK691CKVZDHM0ubbhaVsNaVyszzv-zr8L7MHjvrt2ngzX6Zg67aDH-6hGUDVkLBI7Vantwlyj0d_lUDikcoYcFCxAa9qjdf0NG_oZjHiH53y8ek7wPASztbQI-0H_eA2j9Eyesa5qZbm1TtHCi436mQgtRwlUDbM4Dl_5ayFIpk9Ii74vf7jaGNC6JwC3UT24m3OUNr9xxWdeWpy7q3Odpk4sR1Oe30nOIgvW1iUwB1WB4h4RpTNpUXn_cXGLFGKNNS-ee8lHP7Q.jpg""}","{""href"": ""https://t.me/Tampereen_korkeakouluryhma"",""label"":""Link""}"
Tampereen_kuntoiluryhma,"Ryhmän tarkoituksena on erilaisten kuntoiluaktiviteettien, kuten lenkkeilyn, pyöräilyn tai uinnin järjestäminen yhdessä. 		Yleinen ryhmä: https://t.me/Uusia_ystavia_Tampere.",58,https://cdn4.cdn-telegram.org/file/WGHlatDjRQ8TLlboHSqMLj7glDevWvSn-eZjsi4OtkOb8dHfGzrJz_PhPtLF7Uz78bmZzGDnwMxjJX6n8BH726eRLttBQo6ftnPT0jKgwf7tYyTYZnk_jz22ogcm0vHgybuehGJwkdDygl5LQi50UCKKJ6hvQ_unkG75h3ul9qHn-1VjCQCAP9aOQxOdvSs5jhF8y2mdDbRf9W0kNYx9edZJ0TqjG5xsvx0sMMhEK05IpWo2drbvSCSP4C-pJiayHHE_GcDDLEPQi-kdKg-XnUQrnZ-ejc-FTb6qoA1CZ83I-JMQa3IbfPXDVEvX06FZRAbQCQTYrwRWXGcWjzVekQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/WGHlatDjRQ8TLlboHSqMLj7glDevWvSn-eZjsi4OtkOb8dHfGzrJz_PhPtLF7Uz78bmZzGDnwMxjJX6n8BH726eRLttBQo6ftnPT0jKgwf7tYyTYZnk_jz22ogcm0vHgybuehGJwkdDygl5LQi50UCKKJ6hvQ_unkG75h3ul9qHn-1VjCQCAP9aOQxOdvSs5jhF8y2mdDbRf9W0kNYx9edZJ0TqjG5xsvx0sMMhEK05IpWo2drbvSCSP4C-pJiayHHE_GcDDLEPQi-kdKg-XnUQrnZ-ejc-FTb6qoA1CZ83I-JMQa3IbfPXDVEvX06FZRAbQCQTYrwRWXGcWjzVekQ.jpg""}","{""href"": ""https://t.me/Tampereen_kuntoiluryhma"",""label"":""Link""}"
Tampereenteekkarit,Tamperelaisten teekkarien tiedotuskanava! 		Nakkitiedotus: https://t.me/+AiFaOscvHthmNmM0,5183,https://cdn4.cdn-telegram.org/file/gsCKUZWw-Svym-jB-v8WzHrWCKvAoSVZAa1caZs9jyVZzJIrdCn-iPigvGEhg79MjJoYbSykqN8Tu_cLf4YOVbhtYwHpJpx7p-g_S0oTrKmjNGHSxrjz2f9wdTrDc_sqkACKRjGVfTlyzIVDpcJmfvNxnhPazC-dCoolEaMVh7coC3wFpPCuXSerBC81YJq2_P0fuppqJMXwExO3QXU9si_rMPrfs7VEhP0HxYf2iolhX0ujk6pFTtks90ydksBvafH-memW4QE1Gx91d0298W43QIQx-Fpmb-PovUTDMHjyAvIg-PQcQQMSJDVs02PinZn_OugMETQ97sWzh1RHGA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/gsCKUZWw-Svym-jB-v8WzHrWCKvAoSVZAa1caZs9jyVZzJIrdCn-iPigvGEhg79MjJoYbSykqN8Tu_cLf4YOVbhtYwHpJpx7p-g_S0oTrKmjNGHSxrjz2f9wdTrDc_sqkACKRjGVfTlyzIVDpcJmfvNxnhPazC-dCoolEaMVh7coC3wFpPCuXSerBC81YJq2_P0fuppqJMXwExO3QXU9si_rMPrfs7VEhP0HxYf2iolhX0ujk6pFTtks90ydksBvafH-memW4QE1Gx91d0298W43QIQx-Fpmb-PovUTDMHjyAvIg-PQcQQMSJDVs02PinZn_OugMETQ97sWzh1RHGA.jpg""}","{""href"": ""https://t.me/Tampereenteekkarit"",""label"":""Link""}"
Tampereenvihreat,Tampereen Vihreiden uutiskanava. Kerää automaattisesti TaVin somepäivityksiä.,13,https://cdn4.cdn-telegram.org/file/A2rCz1LZQpGHddo6KUbClLZS6pDWto1v_v1eRPCrAQRHCgvUtGvB6jzgWPqZw6ZkNnBUuEzqlLchclLDB9gDhQJUhvJ3V6GGn76Qk8kxLpp1O3R4yUztlXS9mLOZ5bwUU42kPwwvtn_Wz5ng7_HNp2hRtUaXkXqK02cUJZKpBgxxECfjEK9rcQ1UtAVb2KftFKYC8nwjJrWgiK0GNyr1HS1W184DvOK3Db8RJ6LnPO3L3rhhx0I-oS2_Z-VJDrQmLbAhrBUIeGQjtqD1sOVhFjaW4Px6Td1PWmbP15rWAhd9MgmZN5vXWcww0qmolLYPTU0bV4NkSx8XWY53bs9TiQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/A2rCz1LZQpGHddo6KUbClLZS6pDWto1v_v1eRPCrAQRHCgvUtGvB6jzgWPqZw6ZkNnBUuEzqlLchclLDB9gDhQJUhvJ3V6GGn76Qk8kxLpp1O3R4yUztlXS9mLOZ5bwUU42kPwwvtn_Wz5ng7_HNp2hRtUaXkXqK02cUJZKpBgxxECfjEK9rcQ1UtAVb2KftFKYC8nwjJrWgiK0GNyr1HS1W184DvOK3Db8RJ6LnPO3L3rhhx0I-oS2_Z-VJDrQmLbAhrBUIeGQjtqD1sOVhFjaW4Px6Td1PWmbP15rWAhd9MgmZN5vXWcww0qmolLYPTU0bV4NkSx8XWY53bs9TiQ.jpg""}","{""href"": ""https://t.me/Tampereenvihreat"",""label"":""Link""}"
Tamperelaiset,"Tampereen alueella asuville suunnattu yleinen keskusteluryhmä. Käytännössä ircnetistä sillattu #tampere, joka on sillattu Matrixin #tampere:matrix.org kautta Telegramiin. Lisäksi sillattu Discordiin.",22,https://cdn4.cdn-telegram.org/file/p67TcdqYOEEe7FtI2VweCYFBPCJvLn2Nxb499VMpkM-MFv0EswcUtq3wAvWDrOWxOTk3WGf29X3xhwwrMr8Lgs8Imb1eh5TPX1hFw9gcwmF8heCfqng-RnFhwnT7Xy0Novu40SeGR5hB3eDVdrt2OYhNZ_dMz9JDeXL7k9uU6wZGoL8Ctx0xObIgmG9D4OSb0RjaPK7sbnhjriILRCiTCaWYDab2gayNROWagvJ5HMWDTiGLGivC6k8odD2wGCjlSGrwAZafN_P8K2ZIj-RFC5Z_mmpNRduYX7xAZGIyeh1qD3DCJkcG8q1SyljZvv1EBbSUkoek-yFFzmFKnZ9Mpw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/p67TcdqYOEEe7FtI2VweCYFBPCJvLn2Nxb499VMpkM-MFv0EswcUtq3wAvWDrOWxOTk3WGf29X3xhwwrMr8Lgs8Imb1eh5TPX1hFw9gcwmF8heCfqng-RnFhwnT7Xy0Novu40SeGR5hB3eDVdrt2OYhNZ_dMz9JDeXL7k9uU6wZGoL8Ctx0xObIgmG9D4OSb0RjaPK7sbnhjriILRCiTCaWYDab2gayNROWagvJ5HMWDTiGLGivC6k8odD2wGCjlSGrwAZafN_P8K2ZIj-RFC5Z_mmpNRduYX7xAZGIyeh1qD3DCJkcG8q1SyljZvv1EBbSUkoek-yFFzmFKnZ9Mpw.jpg""}","{""href"": ""https://t.me/Tamperelaiset"",""label"":""Link""}"
Tarraakii,Tarroitusta informaatio sotaa vastaan,16,https://cdn4.cdn-telegram.org/file/SPoYunRZaYJd1Z92UMEQrfIzUOg2KaSEWd-CO2-qeby7IVjn50mQygFzBdFHcwIyjhLBc7u2X8ZmkzMslvckycI8ZfmmnJ7JxWhXa0V7CCNnwXQMbzWRxdyiVhfwAVo7sg3-OD3fsXm5IrD6NcQMqvJ9flY3-LDWTOVVBxHCMo4RkxMtyiYlvIX26yj9D9s-NpkjMOP7vCRJpU0_GRTFveCAclk-GEPUVmnXTM4N_wocxov0HLxSfDjIxhxU9e3EfKfYtXp5R4aLt0l6d5vMZkLuKJYgl8zgaNM6uKzH2Yulh6efYDVCNDNSTGXNZWZuoa5LjznU8FS93mP5XGgsfQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/SPoYunRZaYJd1Z92UMEQrfIzUOg2KaSEWd-CO2-qeby7IVjn50mQygFzBdFHcwIyjhLBc7u2X8ZmkzMslvckycI8ZfmmnJ7JxWhXa0V7CCNnwXQMbzWRxdyiVhfwAVo7sg3-OD3fsXm5IrD6NcQMqvJ9flY3-LDWTOVVBxHCMo4RkxMtyiYlvIX26yj9D9s-NpkjMOP7vCRJpU0_GRTFveCAclk-GEPUVmnXTM4N_wocxov0HLxSfDjIxhxU9e3EfKfYtXp5R4aLt0l6d5vMZkLuKJYgl8zgaNM6uKzH2Yulh6efYDVCNDNSTGXNZWZuoa5LjznU8FS93mP5XGgsfQ.jpg""}","{""href"": ""https://t.me/Tarraakii"",""label"":""Link""}"
Tartary,Tartarian kulttuuri ja historia.,381,https://cdn4.cdn-telegram.org/file/m8FJCfXs_uzrZCSGwtYNjgOFZSUJWY3jPw-6yXExfMnQ7Fxiijcg2JR3J9oXIyioScEPqCHnnAO8vpjHChtFotFu5cf2XmyiJFH87_ECe1NKqfBn5XXE6lnreB3deBMdkAAIh78EBL0Qg122wiV3Y2x6uRnUuXj5F7KzpYQrvcIm7p7Ux9yDqeNg4dJNCNv4MCdUb-n1FjdmZ1s5eUEsjmmVKlFNhgZB13Qo-F8gl1Iuf29JkSsUt3Ht9D9pHU07h8SU272dMvEOUa2r4IiuE6FJKbtIab4h1yvjZE0nHGsQu2qXiUec3xdsWHBsd2l9DoobSXyuiIw2OMPaq4v0VQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/m8FJCfXs_uzrZCSGwtYNjgOFZSUJWY3jPw-6yXExfMnQ7Fxiijcg2JR3J9oXIyioScEPqCHnnAO8vpjHChtFotFu5cf2XmyiJFH87_ECe1NKqfBn5XXE6lnreB3deBMdkAAIh78EBL0Qg122wiV3Y2x6uRnUuXj5F7KzpYQrvcIm7p7Ux9yDqeNg4dJNCNv4MCdUb-n1FjdmZ1s5eUEsjmmVKlFNhgZB13Qo-F8gl1Iuf29JkSsUt3Ht9D9pHU07h8SU272dMvEOUa2r4IiuE6FJKbtIab4h1yvjZE0nHGsQu2qXiUec3xdsWHBsd2l9DoobSXyuiIw2OMPaq4v0VQ.jpg""}","{""href"": ""https://t.me/Tartary"",""label"":""Link""}"
Tcasuomi,Tule mukaan massa-aktioon Cementaa vastaan Ruotsin Gotlantiin 25. - 27.8.!,114,https://cdn4.cdn-telegram.org/file/YRybnpeL0aHG0X7X0tA8riIbdwApVvc9x40QetE-EHXzfzFnnuvPL2YoEiLm2B5vnn_o-Syr6huU9TkLbeP_KBryydfCrvPVXl8-vZLNemFcx6bzYfTw4mGihK795cNWlVdthhgib1P2iIA772JkG5_ffqrGei7z6l2MGYij3FZHB90Haq05-_487aPqYnrGTnr_oa20KjYDMVOc3cVUGdt94GpjTBHhGPhU1B5JUdZLd2Uma8d8BYaQSxe3MbchWDyFCkYtPW0PGWtLHbhnKSSOQehiJEacrpnK8H7B7RdfWOo0nomNtv7RLGT5b6hd0T5wtOw3nfcv6GNk1rKcHQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/YRybnpeL0aHG0X7X0tA8riIbdwApVvc9x40QetE-EHXzfzFnnuvPL2YoEiLm2B5vnn_o-Syr6huU9TkLbeP_KBryydfCrvPVXl8-vZLNemFcx6bzYfTw4mGihK795cNWlVdthhgib1P2iIA772JkG5_ffqrGei7z6l2MGYij3FZHB90Haq05-_487aPqYnrGTnr_oa20KjYDMVOc3cVUGdt94GpjTBHhGPhU1B5JUdZLd2Uma8d8BYaQSxe3MbchWDyFCkYtPW0PGWtLHbhnKSSOQehiJEacrpnK8H7B7RdfWOo0nomNtv7RLGT5b6hd0T5wtOw3nfcv6GNk1rKcHQ.jpg""}","{""href"": ""https://t.me/Tcasuomi"",""label"":""Link""}"
Tekopiskelijat,Tärkeää infoa TEKin tapahtumista ja erityisesti opiskelijoita koskevista asioista.,2698,https://cdn4.cdn-telegram.org/file/Dp9iO_dzLczYiRn8jtubOkuqUwqQc54JQvZ4W8RcsrNNDFDjpVRR0W6s78MdbyzSkCKngCLcwV9MTc8ZmzVfNOkrIw-ZYtx5Y4nS5GmxzGnyiTk2XapIG22ctqc9GlIZqKbT8LO4kFBWZ2RFvjtx_SyDnrG3DuHPlnUlrzRIHHwzLJONx4WA5tF4rpN2A2x6Ir2s5aadxaX5tnC0fcOyhusPB25Hzrsk3a85lVtc5gkcdFRRqwUvMWklFmshMAKdZVHJfXTmLomEOlj6vEtK_D2JlQD-nTl2JaoT3UUfIqCZZZBmaS2cefMFUhi5ugZBl4DI3_WD74uuaybkg7YtdQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/Dp9iO_dzLczYiRn8jtubOkuqUwqQc54JQvZ4W8RcsrNNDFDjpVRR0W6s78MdbyzSkCKngCLcwV9MTc8ZmzVfNOkrIw-ZYtx5Y4nS5GmxzGnyiTk2XapIG22ctqc9GlIZqKbT8LO4kFBWZ2RFvjtx_SyDnrG3DuHPlnUlrzRIHHwzLJONx4WA5tF4rpN2A2x6Ir2s5aadxaX5tnC0fcOyhusPB25Hzrsk3a85lVtc5gkcdFRRqwUvMWklFmshMAKdZVHJfXTmLomEOlj6vEtK_D2JlQD-nTl2JaoT3UUfIqCZZZBmaS2cefMFUhi5ugZBl4DI3_WD74uuaybkg7YtdQ.jpg""}","{""href"": ""https://t.me/Tekopiskelijat"",""label"":""Link""}"
Terveyskanava,Luonnollisia terveyteen liittyviä ratkaisuja.,513,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iIzgyYjFmZiIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzY2NWZmZiIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPlQ8L3RleHQ%2BPC9zdmc%2B","{""img_src"": ""data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iIzgyYjFmZiIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzY2NWZmZiIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPlQ8L3RleHQ%2BPC9zdmc%2B""}","{""href"": ""https://t.me/Terveyskanava"",""label"":""Link""}"
Tgsuomi,Tervetuloa meidän ikiomaan pieneen suomalaiseen kokoonpanoon! 		Telegram Suomi -ryhmän säännöt löytyy komennolla 		P.S. Turku is not real Finland!,178,https://cdn4.cdn-telegram.org/file/O2u-ImvEsbKn01ASzvUsW3mIO8a7zEi0aGU4EBvnPyt899Po6IuhpJ0KQoj1eUA0k0bdUtw3Vy-P8HiFvNptE3Fa4_ibdq19x3jH_EvxDkTmIswel3Z5GEORZPlYfgWSvuocqz20rzFBAeTFFPxOa35tJaF9oaPGfk76GGwVPKohcQUgq6FVCPaGMSeE6olgMfc1u7Phgmp6GlEpyipu1QWhKD_uK4eAAN3wU9z-D-hCKGkDh57ArQgjRrS1uco7EfXtVGXmtonlShsJtIznlueUdspfqa_yKrZHoUO9sT9ushODHtnuoBEH5fQWdp8td2obCaNwVQ4JLWvB-Ndc_A.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/O2u-ImvEsbKn01ASzvUsW3mIO8a7zEi0aGU4EBvnPyt899Po6IuhpJ0KQoj1eUA0k0bdUtw3Vy-P8HiFvNptE3Fa4_ibdq19x3jH_EvxDkTmIswel3Z5GEORZPlYfgWSvuocqz20rzFBAeTFFPxOa35tJaF9oaPGfk76GGwVPKohcQUgq6FVCPaGMSeE6olgMfc1u7Phgmp6GlEpyipu1QWhKD_uK4eAAN3wU9z-D-hCKGkDh57ArQgjRrS1uco7EfXtVGXmtonlShsJtIznlueUdspfqa_yKrZHoUO9sT9ushODHtnuoBEH5fQWdp8td2obCaNwVQ4JLWvB-Ndc_A.jpg""}","{""href"": ""https://t.me/Tgsuomi"",""label"":""Link""}"
The_conscious_awakening,Join Link https://t.me/joinchat/Th8bxBwgKHrVBXb59ad_6A,3449,https://cdn4.cdn-telegram.org/file/g0fh-TyB1EHkeUZ_64kOF7Twt-cbwodtqkEVFX7vegDERbjoLLd0GZxAnb1Fy7MKFAb5ZI95Yy1an-zpthclh1X-NpEf2sTjCqU79wjKhhwVpeFOZbYeXg6fs9zHKlZijy4r3CSc-FAu9fwdzs9W_1ZPSwk_hbgroWRaR7mn7ghiRLyJCiK0ZDrH9hTmAaIsl-5ptP_gq_BWaEr09L-RSa0J-f9QvslymV8Mft6sPe8949WaXb5z4pQmVNkXDDek68ryjIpoyrdmK5sTFQY5CKN4_x_RxT6Ds12FjAsF5mnzjl3n2lGhZcl5Cywu2ZPW78b3RH3VqdLkF1qtPYbdGQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/g0fh-TyB1EHkeUZ_64kOF7Twt-cbwodtqkEVFX7vegDERbjoLLd0GZxAnb1Fy7MKFAb5ZI95Yy1an-zpthclh1X-NpEf2sTjCqU79wjKhhwVpeFOZbYeXg6fs9zHKlZijy4r3CSc-FAu9fwdzs9W_1ZPSwk_hbgroWRaR7mn7ghiRLyJCiK0ZDrH9hTmAaIsl-5ptP_gq_BWaEr09L-RSa0J-f9QvslymV8Mft6sPe8949WaXb5z4pQmVNkXDDek68ryjIpoyrdmK5sTFQY5CKN4_x_RxT6Ds12FjAsF5mnzjl3n2lGhZcl5Cywu2ZPW78b3RH3VqdLkF1qtPYbdGQ.jpg""}","{""href"": ""https://t.me/The_conscious_awakening"",""label"":""Link""}"
Theconscious_awakening,Join Link - https://t.me/joinchat/SlWA2yUF9xC0WhOd,232,https://cdn4.cdn-telegram.org/file/fp-4eDEcD6UNa971q4EMXRBogwT4hV6T_xFruirylP_obApea8Jt-DSbTNTSwunZjBcfg_zNofDfunDHHg4gkNKD317phbpJkvQt-72u8xFh0124zvXLwF1LLxeF3UVLnqaBNYne5SWkr3gXlfo8n-Q7oSDteU-VxniFPowH2LLrQjBZlpe2JpMg1Imyz2USlOTwUiI_iK-phaHoRVXp2mkQwvQhoPcKCRbZApNem5VIgDp4VxLGIrbCtkqzp0hGRUbGj_DGn0_i3W3Lp7HtLpH76p5CT4joSICzH9E_L8ZsLS-CrC7RYU6r29riX31AB4UqNV9rg3vaS37riuUtAQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/fp-4eDEcD6UNa971q4EMXRBogwT4hV6T_xFruirylP_obApea8Jt-DSbTNTSwunZjBcfg_zNofDfunDHHg4gkNKD317phbpJkvQt-72u8xFh0124zvXLwF1LLxeF3UVLnqaBNYne5SWkr3gXlfo8n-Q7oSDteU-VxniFPowH2LLrQjBZlpe2JpMg1Imyz2USlOTwUiI_iK-phaHoRVXp2mkQwvQhoPcKCRbZApNem5VIgDp4VxLGIrbCtkqzp0hGRUbGj_DGn0_i3W3Lp7HtLpH76p5CT4joSICzH9E_L8ZsLS-CrC7RYU6r29riX31AB4UqNV9rg3vaS37riuUtAQ.jpg""}","{""href"": ""https://t.me/Theconscious_awakening"",""label"":""Link""}"
Tiedonvirta,Tällä kanavalla keskitytään vapauden ja totuuden edistämiseen Suomessa.	Liity kanavalle:     https://t.me/tiedonvirta		Anonyymejä poimintoja lähinnä suomenkielisenä ja Suomesta. Kanavan postauksia saa käyttää ja jakaa eteenpäin halutessaan.	============,1225,https://cdn4.cdn-telegram.org/file/mSONo_4-CMtuA3_j4DuA5jvCRwVZYZPOfJ5P1Od1trj43sDbfHnMqiQDqMDRHVypULx17jwel4iAgoRLvJ9zqKifi76SwKZiP-ZDbrqf3XzF6Jo84-lUMqfccVb2xpEPVajSVbx-Xhebe3LuTe-XdDs0Hh1rNfN9utpKG6B2a6FRATLCeC9-C9UKI6ufU4q8A8SIbLvNOtr35T09vG1svJwrCTR5t9iVnGDEDH2uCOSTAPJQQ3H3G6EI9qXmPHG5UVV_bbY7LxTR3fMKjTah34lESheOCOCi0ygv296G0gCLUVtkzhleK9uYn6v_GxSXPcK3riU_KovOURp751M2Kw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/mSONo_4-CMtuA3_j4DuA5jvCRwVZYZPOfJ5P1Od1trj43sDbfHnMqiQDqMDRHVypULx17jwel4iAgoRLvJ9zqKifi76SwKZiP-ZDbrqf3XzF6Jo84-lUMqfccVb2xpEPVajSVbx-Xhebe3LuTe-XdDs0Hh1rNfN9utpKG6B2a6FRATLCeC9-C9UKI6ufU4q8A8SIbLvNOtr35T09vG1svJwrCTR5t9iVnGDEDH2uCOSTAPJQQ3H3G6EI9qXmPHG5UVV_bbY7LxTR3fMKjTah34lESheOCOCi0ygv296G0gCLUVtkzhleK9uYn6v_GxSXPcK3riU_KovOURp751M2Kw.jpg""}","{""href"": ""https://t.me/Tiedonvirta"",""label"":""Link""}"
Tietokonelaitteistot,Ryhmä tietotekniikasta ja tietokonelaitteistoista kiinnostuneille.,61,https://cdn4.cdn-telegram.org/file/WQIQVuKVM-GfDXTOTwvJlsN-0io9zNg6wnjDI-9uPj_cItjnoTIoThpWTzHutTEHK_klOR9qsKF-4zuGu9x3MKHN-0Dri0dcd4kqaZGDx2Mvr-n2GjuMfb6JsHbejS6NbcTDAq81zpnV9qnYrEsowcNrUs7NqAJyi_NVPo1S-MCzcLhX3AaMvqQYQWACeC5pbTpkIKlAmnD68401u_8md7VESAQehEQTh58seWCmEdtK9hM6ts-s3HaOVkewCBMvA03zwGGU859LtoDjoGDqdxCUAY09yW8c3RTMymfEwQfbmrcaO7OXETWRSKJEfSgJXhkW-lzB85gM5_QqEfexHg.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/WQIQVuKVM-GfDXTOTwvJlsN-0io9zNg6wnjDI-9uPj_cItjnoTIoThpWTzHutTEHK_klOR9qsKF-4zuGu9x3MKHN-0Dri0dcd4kqaZGDx2Mvr-n2GjuMfb6JsHbejS6NbcTDAq81zpnV9qnYrEsowcNrUs7NqAJyi_NVPo1S-MCzcLhX3AaMvqQYQWACeC5pbTpkIKlAmnD68401u_8md7VESAQehEQTh58seWCmEdtK9hM6ts-s3HaOVkewCBMvA03zwGGU859LtoDjoGDqdxCUAY09yW8c3RTMymfEwQfbmrcaO7OXETWRSKJEfSgJXhkW-lzB85gM5_QqEfexHg.jpg""}","{""href"": ""https://t.me/Tietokonelaitteistot"",""label"":""Link""}"
